,data_types,hubmap_id,origin_samples_unique_mapped_organs,uuid
0,['salmon_rnaseq_snareseq'],HBM244.WRXM.247,['Kidney (Right)'],5d59784e70a74d4f44c729afff22668c
1,['salmon_rnaseq_snareseq'],HBM436.XFFT.833,['Kidney (Right)'],a95f2c79bb637141f7e6874eddc8e274
2,['salmon_rnaseq_snareseq'],HBM688.RPFC.258,['Kidney (Right)'],0804a7a9e430e6adfbc56f339d787211
3,['salmon_sn_rnaseq_10x'],HBM593.JLCT.283,['Small Intestine'],3de525fe3e5718f297e8d62e037a042d
4,['salmon_sn_rnaseq_10x'],HBM344.QRJX.878,['Kidney (Left)'],853ab5348f619043ab2f997ac8ae14f0
5,['salmon_sn_rnaseq_10x'],HBM847.HMFW.947,['Large Intestine'],71719ade6924098f772d4063541a50f3
6,['salmon_rnaseq_sciseq'],HBM888.CHTX.783,['Heart'],9e91d1be412466551533cce5594450cb
7,['salmon_sn_rnaseq_10x'],HBM485.VKSZ.779,['Kidney (Right)'],fb94e862fe33f171de6e07d2d207d0de
8,['salmon_sn_rnaseq_10x'],HBM988.XDFD.773,['Kidney (Right)'],aaedb5272190e61bf557d3b0a1bc591f
9,['salmon_sn_rnaseq_10x'],HBM268.RGJT.587,['Kidney (Left)'],c05a38c5210b870281b5aea01e290339
10,['salmon_sn_rnaseq_10x'],HBM465.STNV.844,['Kidney (Left)'],6cd63d0ee2c67c3be41e4be1522d9c07
11,['salmon_rnaseq_snareseq'],HBM545.NTKZ.536,['Kidney (Left)'],d1e9f509063984326570cf603c5654f2
12,['salmon_sn_rnaseq_10x'],HBM578.BDBP.672,['Lung (Right)'],237b8f24c23821690519af862cf25a9f
13,['salmon_rnaseq_snareseq'],HBM948.GXMD.986,['Lung (Right)'],dd648e4648238b25a7d1062669ea89af
14,['salmon_rnaseq_snareseq'],HBM658.FRMV.224,['Lung (Right)'],23a62a81daa7b6871b4422826d58ce1b
15,['salmon_rnaseq_snareseq'],HBM475.FWNZ.942,['Lung (Right)'],f7a8e78dea9cf70735059e8b4a179701
16,['salmon_sn_rnaseq_10x'],HBM673.GSSW.364,['Lung (Right)'],3febd011f193673c6f87a60718dd8f96
17,['salmon_sn_rnaseq_10x'],HBM749.MTJC.865,['Lung (Right)'],5d111a1db2f18d507d23e79b993e1e4a
18,['salmon_sn_rnaseq_10x'],HBM223.JQLM.452,['Lung (Right)'],faa1acc13943ee9d365b6cc6a3ea889f
19,['salmon_rnaseq_snareseq'],HBM395.WSDD.355,['Lung (Right)'],293d9f9a1a076c616ed91d7251ec831c
20,['salmon_rnaseq_10x'],HBM947.MQZT.787,['Liver'],f7afbf7de3dc1367582eebb27ae130b7
21,['salmon_sn_rnaseq_10x'],HBM388.SGMJ.342,['Kidney (Left)'],5bc39f0a0deb7632f5cb9650d5e7067c
22,['salmon_sn_rnaseq_10x'],HBM425.GDJT.648,['Kidney (Left)'],37988db44acc8d0780e4e31cd057e789
23,['salmon_sn_rnaseq_10x'],HBM933.JFFT.692,['Kidney (Right)'],e010f7505632d7b6eeda25b349383149
24,['salmon_rnaseq_snareseq'],HBM573.JGLL.575,['Kidney (Right)'],f3a05f31c6ea4e2315bc66ff468a5a0a
25,['salmon_rnaseq_snareseq'],HBM747.TCHW.829,['Kidney (Right)'],bbcad31a55b1710dd5f889be8f63b62b
26,['salmon_rnaseq_snareseq'],HBM234.VNGB.747,['Kidney (Left)'],eb961e5dc50239d35f5398903c64e2b9
27,['salmon_rnaseq_snareseq'],HBM974.RQNL.845,['Kidney (Right)'],a69367866979f878635b2b665a6a7e0c
28,['salmon_rnaseq_snareseq'],HBM449.QGGL.994,['Kidney (Left)'],9b99c75de2347b9567e33065108488e8
29,['salmon_sn_rnaseq_10x'],HBM745.FJML.722,['Kidney (Left)'],fbfdd102ecd60d7cf9d3da8c3d83a5c4
30,['salmon_sn_rnaseq_10x'],HBM349.QCWZ.339,['Kidney (Right)'],3bb5f743b039cb620d7ef234e0876f7a
31,['salmon_sn_rnaseq_10x'],HBM744.FNLN.846,['Lung (Right)'],9aed52d22e30b893045fd1f79b3663fb
32,['salmon_rnaseq_sciseq'],HBM276.ZCGM.239,['Heart'],26e1f2991c6f67fa10e9670f1bc0da6a
33,['salmon_rnaseq_sciseq'],HBM852.VXGN.375,['Heart'],7d70a4deb9e2f0592f0c56e20ca91169
34,['salmon_sn_rnaseq_10x'],HBM799.KLCD.699,['Lung (Right)'],5ee0b172de3ea493e0da2e7f743b3631
35,['salmon_sn_rnaseq_10x'],HBM873.RLLF.745,['Lung (Right)'],2ea554a5a203a6c468431e652823ca1e
36,['salmon_sn_rnaseq_10x'],HBM253.GTLF.654,['Lung (Right)'],e10f4899d35a9f39a2963fe9586b5fa4
37,['salmon_sn_rnaseq_10x'],HBM747.GRNL.493,['Lung (Left)'],93b26f289133669d892d8d8704685899
38,['salmon_sn_rnaseq_10x'],HBM473.MBSD.344,['Lung (Right)'],a483dd481580fd0dfc3e5aa00426ab58
39,['salmon_sn_rnaseq_10x'],HBM964.XFCD.228,['Lung (Right)'],b5875c58fe4e471ffa9c522730c5e22a
40,['salmon_sn_rnaseq_10x'],HBM728.SRDD.525,['Large Intestine'],2638ed2b83e619710497ca2410dc1da1
41,['salmon_sn_rnaseq_10x'],HBM894.MXVF.534,['Large Intestine'],abcc3410656bc854cf5e0abdee3de738
42,['salmon_sn_rnaseq_10x'],HBM554.DSLR.887,['Large Intestine'],67d7b5a3fb4f64a1f714d4369fdedc16
43,['salmon_sn_rnaseq_10x'],HBM322.DQBR.836,['Lung (Right)'],996a59f0f3819e0b8b425de528467407
44,['salmon_sn_rnaseq_10x'],HBM977.TWBG.962,['Lung (Right)'],3c22b735beed13a206fa6d0af9762564
45,['salmon_sn_rnaseq_10x'],HBM665.JPZD.867,['Lung (Right)'],7fb06c821cf184b08ae44c256c29b362
46,['salmon_sn_rnaseq_10x'],HBM892.TLCK.862,['Lung (Left)'],6a05e7d78aca48e29e5c5f6cf7c08c58
47,['salmon_sn_rnaseq_10x'],HBM727.BCMM.954,['Lung (Left)'],06f36504b05a954d35eaf5e26be49c42
48,['salmon_sn_rnaseq_10x'],HBM837.WLNG.477,['Lung (Left)'],b30f6ae2e11e7537bcbe8a67ef6c61fe
49,['salmon_sn_rnaseq_10x'],HBM388.KTQN.265,['Lung (Left)'],7e7d753ec5074f5d7ae987c47f1c3c0b
50,['salmon_sn_rnaseq_10x'],HBM348.TWMS.895,['Small Intestine'],2ae126ab16c264352b2d3d2607236b97
51,['salmon_sn_rnaseq_10x'],HBM223.RVJG.329,['Large Intestine'],3e1d2641c370e6d6c47ff51d34fe5a58
52,['salmon_sn_rnaseq_10x'],HBM445.DTJZ.223,['Small Intestine'],ec9405ca3fa9c22273927f0d57c8cc97
53,['salmon_sn_rnaseq_10x'],HBM234.FMQW.858,['Small Intestine'],c3e09a5698adbd3308d75c91eb7ff802
54,['salmon_sn_rnaseq_10x'],HBM349.CWPK.258,['Small Intestine'],8c1ad4c380ae5477d0b7875fa47e867e
55,['salmon_sn_rnaseq_10x'],HBM259.DZXX.383,['Large Intestine'],e7b70f4c1b3cb934e45fc4114a4fca28
56,['salmon_sn_rnaseq_10x'],HBM527.BMGW.552,['Small Intestine'],5e919343564577bb99b140142061fd5f
57,['salmon_sn_rnaseq_10x'],HBM949.ZHRT.229,['Heart'],d0f164331f53f745cfa3e67bf3feb22d
58,['salmon_sn_rnaseq_10x'],HBM949.XCRM.573,['Small Intestine'],a56498f8e577a6caed934c83cbbb0bb3
59,['salmon_sn_rnaseq_10x'],HBM983.RHMG.725,['Small Intestine'],8ae1c6747fb4f469edd91f1f23f65d24
60,['salmon_sn_rnaseq_10x'],HBM925.KWDZ.229,['Small Intestine'],b23c6f176280ad4c9fe8f74509cb6cf6
61,['salmon_sn_rnaseq_10x'],HBM852.MFXW.739,['Large Intestine'],e83e9242f4823b710a98fcb9affdfa1d
62,['salmon_sn_rnaseq_10x'],HBM768.FKCS.477,['Small Intestine'],07b9f36478e22bf820ac6a084e01bf94
63,['salmon_rnaseq_10x'],HBM388.MPQC.336,['Spleen'],f71249f6e349fb9a99a3d4f08541cab4
64,['salmon_rnaseq_slideseq'],HBM368.ZTJH.378,['Kidney (Left)'],9bc5d8fc743fd4dd610586ca720976f1
65,['salmon_rnaseq_slideseq'],HBM976.ZTXZ.422,['Kidney (Left)'],a39f501df340b605a58dc492f51c05db
66,['salmon_rnaseq_slideseq'],HBM822.KRLC.323,['Kidney (Left)'],39e55aa4b6953651230feff506c00fec
67,['salmon_sn_rnaseq_10x'],HBM869.HBBF.473,['Kidney (Left)'],be103f95cc6c1a3e48f099d1bd149a49
68,['salmon_rnaseq_slideseq'],HBM757.KLKW.524,['Kidney (Left)'],0bcea0ab24e8bc5b0529b6f4d899ddad
69,['salmon_rnaseq_slideseq'],HBM356.MDPN.792,['Kidney (Left)'],2c84a86ab51ec3a1168d8ba573d32c0a
70,['salmon_sn_rnaseq_10x'],HBM473.GJLK.397,['Kidney (Left)'],7203e44cb29caee9f968d6e6bb36dc7e
71,['salmon_sn_rnaseq_10x'],HBM745.XMRR.874,['Kidney (Left)'],a8560706a0a6bcffd974ed4dd8082571
72,['salmon_sn_rnaseq_10x'],HBM455.RZPH.997,['Bladder'],0f35f3bd23a8f773c7213d558338e74d
73,['salmon_sn_rnaseq_10x'],HBM937.DWCD.722,['Bladder'],43b15fb53db3518a5b1b0dcd4a63ddda
74,['salmon_sn_rnaseq_10x'],HBM236.JPVT.769,['Heart'],224e01ccfc20977ee5a6a6a5b96aa7d7
75,['salmon_rnaseq_slideseq'],HBM785.XFTT.663,['Kidney (Left)'],f88e96675a3215474570083edad66e0c
76,['salmon_sn_rnaseq_10x'],HBM894.DMKD.525,['Kidney (Left)'],8d631eee88855ac59155edca2a3bc1ca
77,['salmon_rnaseq_slideseq'],HBM269.GDLH.894,['Kidney (Left)'],13d882fbeae970f8fb08a6f0b76bf127
78,['salmon_rnaseq_slideseq'],HBM834.SLQN.292,['Kidney (Left)'],985b97a1645baa3d7dffd4c0e13adbb6
79,['salmon_sn_rnaseq_10x'],HBM522.FTFK.487,['Kidney (Right)'],1ea6c0ac5ba60fe35bf63af8699b6fbe
80,['salmon_rnaseq_slideseq'],HBM294.XZLM.256,['Kidney (Left)'],79f8c7ec1b200dfe5b46d0bcfec02bd7
81,['salmon_rnaseq_slideseq'],HBM522.QXVG.468,['Kidney (Left)'],55452bd302046918eaeeffa62c5b5f03
82,['salmon_rnaseq_slideseq'],HBM232.FHDF.343,['Kidney (Right)'],00318be0b7cfa3c6ed7fbeab08fe700b
83,['salmon_rnaseq_slideseq'],HBM873.NSHG.559,['Kidney (Right)'],5a6470730104461ebb4358a11f70bd56
84,['salmon_sn_rnaseq_10x'],HBM469.ZSKB.898,['Bladder'],a44f5dbe2472dac447b0f91a24da8b30
85,['salmon_sn_rnaseq_10x'],HBM593.CLXN.573,['Kidney (Left)'],fae9a1f2e7abefca2203765a3c7a5ba1
86,['salmon_sn_rnaseq_10x'],HBM254.SXWG.373,['Kidney (Left)'],a2b20bdf8e9602ea775a84cbb10472d3
87,['salmon_sn_rnaseq_10x'],HBM573.JMXM.823,['Kidney (Left)'],6e1db473492095ccc2f1393d7259b9c0
88,['salmon_sn_rnaseq_10x'],HBM742.PSCP.565,['Kidney (Right)'],cb75fa61840081ea61c83bd9d76c7061
89,['salmon_sn_rnaseq_10x'],HBM584.JCQV.788,['Kidney (Right)'],93204c7af92f0bad431735d7c9c9185a
90,['salmon_rnaseq_slideseq'],HBM434.HHJG.856,['Kidney (Right)'],2553283ad2c4dfe0033ba752fe204551
91,['salmon_sn_rnaseq_10x'],HBM829.MCZF.769,['Kidney (Left)'],cd7dd20541b34cb5d4e06f9f55cb4bc1
92,['salmon_rnaseq_slideseq'],HBM834.THPC.928,['Kidney (Right)'],67c6b239cf0986423273c874dd8c5e66
93,['salmon_rnaseq_slideseq'],HBM552.PBBF.363,['Kidney (Right)'],2a590db3d7ab1e1512816b165d95cdcf
94,['salmon_rnaseq_slideseq'],HBM979.KNQM.454,['Kidney (Right)'],0cecd7cf1da6f81d3654c1712a5d61a2
95,['salmon_rnaseq_slideseq'],HBM844.HNVJ.589,['Kidney (Right)'],707d72d89097af2ff75d127137e5547e
96,['salmon_rnaseq_slideseq'],HBM892.CCDZ.345,['Kidney (Right)'],fdfa344add5dcf9e8e0f6572efbf9312
97,['salmon_sn_rnaseq_10x'],HBM944.XPFX.655,['Kidney (Right)'],8cc6af72f27be7b6406547c64bbb2637
98,['salmon_rnaseq_slideseq'],HBM478.VWXX.362,['Kidney (Right)'],b07a1fb96ddc2d4119e1f9a73d9c0a6a
99,['salmon_rnaseq_slideseq'],HBM465.RKKK.264,['Kidney (Right)'],0027cb59bcb4a34d5db83acaf934a9d9
100,['salmon_sn_rnaseq_10x'],HBM464.HPLN.254,['Bladder'],edfca1e982b712389bcc67d40d148a53
101,['salmon_rnaseq_snareseq'],HBM973.QSVW.788,['Heart'],9c5fe6cf77700e2e81ca1b1f47f6b80e
102,['salmon_rnaseq_snareseq'],HBM464.DVRK.588,['Heart'],6015aa7cd30a4522b7e18ec617617619
103,['salmon_rnaseq_snareseq'],HBM664.QPDT.692,['Lung (Right)'],65b09a22752175901f42fe92e84f1c8e
104,['salmon_rnaseq_snareseq'],HBM325.DHQB.396,['Heart'],4446f8a7fc5611d170ac3ade263131b3
105,['salmon_rnaseq_10x'],HBM247.ZGJR.925,['Knee (Right)'],1c8bfe669dcdf2c4564f3a4a1403cd92
106,['salmon_sn_rnaseq_10x'],HBM349.KLTH.625,['Lung (Right)'],f91fddc1041953e0f09a1ede20b58f97
107,['salmon_sn_rnaseq_10x'],HBM435.GRJM.426,['Lung (Right)'],e3794812796232ea2f9335c07c9f0aad
108,['salmon_sn_rnaseq_10x'],HBM987.TSCN.269,['Lung (Right)'],2edf11e0b51b157a319a5fdf68b0d3c7
109,['salmon_sn_rnaseq_10x'],HBM982.WTGZ.866,['Lung (Right)'],18b8ab61674cf05024456cde49ac67bb
110,['salmon_sn_rnaseq_10x'],HBM223.SLLJ.389,['Lung (Right)'],3cb80d40ef2e56ae4c6f12ea24ce4008
111,['salmon_sn_rnaseq_10x'],HBM932.BBFB.974,['Lung (Right)'],5018361bf80fb257d39cea6f4425bbae
112,['salmon_sn_rnaseq_10x'],HBM298.SZTV.895,['Lung (Right)'],e73d3a3ccb7d5f8ca8a0df5eb2724f94
113,['salmon_sn_rnaseq_10x'],HBM287.WLDV.543,['Lung (Right)'],3a659cda80f149cbfaf94a0c004c419d
114,['salmon_sn_rnaseq_10x'],HBM856.XFXL.273,['Lung (Right)'],e31177002791e52119acd9e0b2d06f78
115,['salmon_sn_rnaseq_10x'],HBM676.MCLF.587,['Lung (Right)'],37e2a37daa119629991bbc398d00b576
116,['salmon_sn_rnaseq_10x'],HBM959.ZJFG.362,['Lung (Left)'],8f127a10d370ddfbc902313f248721c3
117,['salmon_sn_rnaseq_10x'],HBM968.CQKK.258,['Lung (Left)'],e855a116375f67684fb25be9600e455b
118,['salmon_sn_rnaseq_10x'],HBM434.MRVJ.696,['Lung (Left)'],056c97623fca0f1414572b68aca69cee
119,['salmon_sn_rnaseq_10x'],HBM376.VKWW.936,['Lung (Right)'],7199675050ce69bc8c4812005ff086f9
120,['salmon_sn_rnaseq_10x'],HBM927.FWCN.753,['Large Intestine'],277152f17b5a2f308820ab4d85c5a426
121,['salmon_sn_rnaseq_10x'],HBM787.WSCS.874,['Large Intestine'],3e6bdf82a2c9fb71ee98dff673b505af
122,['salmon_rnaseq_sciseq'],HBM342.CMHT.948,['Heart'],35e9bf0f58152ceb6f4d01052ac8867d
123,['salmon_sn_rnaseq_10x'],HBM876.ZBTD.373,['Large Intestine'],be9a0e3119ea00dc156eff7ca346f46e
124,['salmon_rnaseq_sciseq'],HBM982.THGM.772,['Heart'],c616de3ce57804ede2dd519a1c8addf2
125,['salmon_rnaseq_sciseq'],HBM255.QMNS.733,['Heart'],21043afd6be7ec258f8a9fa1577c41b5
126,['salmon_rnaseq_sciseq'],HBM364.XLVH.839,['Heart'],2d3dbd5e5a3d9d5cfc7a46f06815a4eb
127,['salmon_sn_rnaseq_10x'],HBM743.RNWC.765,['Kidney (Left)'],35f5b75a7e3d0711f16b0a10219586fb
128,['salmon_rnaseq_sciseq'],HBM599.GNJN.777,['Heart'],22684b9011fc5aea5cb3f89670a461e8
129,['salmon_rnaseq_snareseq'],HBM947.GLGL.465,['Kidney (Right)'],dd3e6da115fd13eee62d9a4fba2324ae
130,['salmon_sn_rnaseq_10x'],HBM758.GVSL.783,['Small Intestine'],f6eb890063d13698feb11d39fa61e45a
